#
#  10403s_rastcyc 1.0.2.1 Reactions link table generated on Wed Oct 28, 2015
#
RIBAZOLEPHOSPHAT-RXN	EC-3.1.3.73
6PGLUCONOLACT-RXN	EC-3.1.1.31
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	EC-4.1.1.33
RXN-13329	
RXN-6102	EC-6.3.2.17
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	EC-4.2.1.55
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1
3.4.16.4-RXN	EC-3.4.16.4
RXN-11811	
DIHYDROPICRED-RXN	EC-1.3.1.26
ADENINE-DEAMINASE-RXN	EC-3.5.4.2
RXN-10779	
GUANIDINOBUTANAMIDE-NH3-RXN	EC-3.5.1.4
N-CARBAMOYLSARCOSINE-AMIDASE-RXN	EC-3.5.1.59
RXN0-5305	
RXN0-5183	EC-3.2.1.20
NICOTINATEPRIBOSYLTRANS-RXN	EC-2.4.2.11
PHENYLPYRUVATE-TAUTOMERASE-RXN	EC-5.3.2.1
TRANS-RXN-116	
3-SULFINYL-PYRUVATE-SPON-RXN	
BETA-LACTAMASE-RXN	EC-3.5.2.6
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7
RXN-10981	
3PGAREARR-RXN	EC-5.4.2.1
RXN-11471	EC-1.1.1
RXN-8037	
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
RXN-12754	
RXN-12541	
RXN-1603	
ADENPHOSPHOR-RXN	EC-2.4.2.1
ALDOSE-1-EPIMERASE-RXN	EC-5.1.3.3
RXN-12440	EC-1.11.1.11
3.2.1.135-RXN	EC-3.2.1.135
ABC-63-RXN	
TRANSALDOL-RXN	EC-2.2.1.2
TAGAALDOL-RXN	EC-4.1.2.40
UMPKI-RXN	EC-2.7.4.14
FORMAMIDASE-RXN	EC-3.5.1.49
N-ACETYLNEURAMINATE-SYNTHASE-RXN	EC-2.5.1.56
ISOCHORSYN-RXN	EC-5.4.4.2
CREATININE-DEAMINASE-RXN	EC-3.5.4.21
RXN-12196	EC-3.6.1.15
UROPORIIIMETHYLTRANSA-RXN	
6.3.2.7-RXN	EC-6.3.2.7
RXN0-1441	EC-3.6.1.13
PRIBFAICARPISOM-RXN	EC-5.3.1.16
3.2.2.20-RXN	EC-3.2.2.20
2-DEHYDROPANTOATE-REDUCT-RXN	EC-1.1.1.169
RXN0-2381	EC-4.1.2.8
DLACTDEHYDROGNAD-RXN	EC-1.1.1.28
TRANS-RXN-190	
OHMETPYRKIN-RXN	EC-2.7.1.49
COBALAMINSYN-RXN	EC-2.7.8.26
R314-RXN	EC-3.5.1.4
PUTRESCINE-CARBAMOYLTRANSFERASE-RXN	EC-2.1.3.6
3.4.23.36-RXN	EC-3.4.23.36
TRYPSYN-RXN	EC-4.2.1.20
PNKIN-RXN	EC-2.7.1
RXN-8764	EC-2.1.1.195
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
ERYTH4PDEHYDROG-RXN	EC-1.2.1.72
RXN-12862	
RXN-11343	
RXN-11410	
RXN0-5266	EC-1.10.3
RXN-10018	
RXN-11409	
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
RXN-8315	
RXN-7001	EC-2.4.2.1
TIGLYLCOA-HYDROXY-RXN	EC-4.2.1.17
HISTIDPHOS-RXN	EC-3.1.3.15
GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16
PDXJ-RXN	EC-2.6.99.2
DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46
RXN-10017	
RXN-4822	
RXN-9943	EC-2.3.1.57
DALADALALIG-RXN	EC-6.3.2.4
GLYRIBONUCSYN-RXN	EC-6.3.4.13
PHENYLALANINE-DECARBOXYLASE-RXN	EC-4.1.1.53
RXN-3341	EC-1.1.1
ACETOLACTATE-DECARBOXYLASE-RXN	EC-4.1.1.5
TRANS-RXN0-463	
RXN-12869	
RXN-12861	
RXN0-5293	EC-1.2.1.16
BUTYRATE-KINASE-RXN	EC-2.7.2.7
RXN-12863	
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
THYMIDYLATESYN-RXN	EC-2.1.1.45
RXN-1381	EC-2.3.1.15
2.4.1.129-RXN	EC-2.4.1.129
2.8.3.9-RXN	EC-2.8.3.9
PYRIMIDINE-NUCLEOSIDE-PHOSPHORYLASE-RXN	EC-2.4.2.2
RXN-12872	
HYPOXANPRIBOSYLTRAN-RXN	EC-2.4.2.8
RXN-12870	
NANK-RXN	EC-2.7.1.60
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
URIDINE-NUCLEOSIDASE-RXN	EC-3.2.2.3
ACETOLACTSYN-RXN	EC-2.2.1.6
GLUCONOLACT-RXN	EC-3.1.1.17
FORMATEDEHYDROG-RXN	EC-1.1.5.6
RXN-5901	EC-1.1.1.36
3.1.4.10-RXN	EC-4.6.1.13
RXN-12508	
R344-RXN	EC-2.5.1.17
MALIC-NAD-RXN	EC-1.1.1.38
PGLUCISOM-RXN	EC-5.3.1.9
4.1.2.29-RXN	EC-4.1.2.29
MALTOSE-PHOSPHORYLASE-RXN	EC-2.4.1.8
GLUTAMATESYN-RXN	EC-1.4.1.13
PYRIMSYN3-RXN	EC-2.7.4.7
PSERTRANSAM-RXN	EC-2.6.1.52
RXN-12871	
RXN-8760	EC-2.1.1.151
RXN-10708	EC-3.1.2.20
ACETYLORNTRANSAM-RXN	EC-2.6.1.11
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
FGAMSYN-RXN	EC-6.3.5.3
PRAISOM-RXN	EC-5.3.1.24
PROTOHEMEFERROCHELAT-RXN	EC-4.99.1.1
RXN-7614	EC-6.2.1.26
5.99.1.3-RXN	EC-5.99.1.3
PYRUVDEH-RXN	EC-1.2.1
3.6.3.40-RXN	EC-3.6.3.40
DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12
RXN-9674	EC-3.2.1.21
ATPPHOSPHORIBOSYLTRANS-RXN	EC-2.4.2.17
PEPCARBOXYKIN-RXN	EC-4.1.1.49
DGDPKIN-RXN	EC-2.7.4.6
R341-RXN	EC-6.3.5.9
R322-RXN	EC-2.1.1.152
PANTOTHENATE-KIN-RXN	EC-2.7.1.33
FPPSYN-RXN	EC-2.5.1.10
GLUTATHIONE-SYN-RXN	EC-6.3.2.3
DAHPSYN-RXN	EC-2.5.1.54
1.1.1.178-RXN	EC-1.1.1.178
3.4.21.19-RXN	EC-3.4.21.19
RXN-10954	EC-3.1.3.25
ENOYL-COA-DELTA-ISOM-RXN	EC-5.3.3.8
1.1.1.8-RXN	EC-1.1.1.8
RXN-7607	EC-3.1.3.5
DCTP-DEAM-RXN	EC-3.5.4.13
DURIDKI-RXN	EC-2.7.1.21
RXN-9951	EC-1.1.1
RXN-9990	EC-2.7.7.43
1TRANSKETO-RXN	EC-2.2.1.1
RXN0-2921	EC-6.3.2.17
RIBOSYLHOMOCYSTEINASE-RXN	EC-4.4.1.21
RXN-9928	
1.2.1.2-RXN	EC-1.2.1.2
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
ACETYLHOMOSER-CYS-RXN	EC-2.5.1.49
3.2.1.10-RXN	EC-3.2.1.10
SIROHEME-FERROCHELAT-RXN	EC-4.99.1.4
RXN-12200	EC-3.6.1.5
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
OROTPDECARB-RXN	EC-4.1.1.23
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
RXN-8766	EC-2.1.1
RXN-8998	EC-2.5.1.31
3.4.13.9-RXN	EC-3.4.13.9
FHLMULTI-RXN	
TRANS-RXN0-240	
RXN-7933	EC-3.5.1.16
COBALAMIN5PSYN-RXN	EC-2.7.8.26
IGPSYN-RXN	EC-4.1.1.48
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86
ASPARAGHYD-RXN	EC-3.5.1.1
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	EC-2.5.1.30
RXN-10968	EC-2.4.2.17
RXN-11832	EC-2.7.4.25
ACNEULY-RXN	EC-4.1.3.3
3.2.1.91-RXN	EC-3.2.1.91
RXN0-882	EC-1.17.7.1
5.4.2.10-RXN	EC-5.4.2.10
FADSYN-RXN	EC-2.7.7.2
RXN-10949	EC-3.1.3.25
RXN-3742	EC-6.3.2.17
3.6.3.2-RXN	EC-3.6.3.2
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.35
RXN0-5234	EC-4.1.2.5
PHOSPHOLIPASE-C-RXN	EC-3.1.4.3
GKI-RXN	EC-2.7.1.165
GLYCOPHOSPHORYL-RXN	EC-2.4.1.1
RXN-5341	EC-3.2.1.21
GDPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-8001	EC-1.1.1.23
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
RXN0-5515	EC-2.7.7.41
RXN0-5199	EC-2.4.2.1
MALATE-DEH-RXN	EC-1.1.1.37
1.2.3.3-RXN	EC-1.2.3.3
GLUTKIN-RXN	EC-2.7.2.11
3.4.24.29-RXN	EC-3.4.24.29
P-PANTOCYSLIG-RXN	EC-6.3.2.5
RXNAB3-88	
RXN-12583	
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	EC-5.3.1.26
DIAMINOPIMEPIM-RXN	EC-5.1.1.7
ARGSUCCINSYN-RXN	EC-6.3.4.5
DTMPKI-RXN	EC-2.7.4.9
R62-RXN	
RXN-9939	EC-2.3.1.57
RXN-11349	EC-3.4.16
CYT-UBIQUINOL-OXID-RXN	EC-1.10.2
MEVALONATE-KINASE-RXN	EC-2.7.1.36
RIBOFLAVINKIN-RXN	EC-2.7.1.26
PHOSPHAGLYPSYN-RXN	EC-2.7.8.5
RXN0-5295	EC-3.2.1.86
1.1.1.176-RXN	EC-1.1.1.176
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	EC-2.3.1.31
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
3.2.2.23-RXN	EC-3.2.2.23
RXN-9772	EC-1.4.3
DIMETHUROPORDEHYDROG-RXN	EC-1.3.1.76
CYTIDINEKIN-RXN	EC-2.7.1
DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN	EC-3.1.1.6
UDP-NACMURALGLDAPAALIG-RXN	EC-6.3.2.10
COBALADENOSYLTRANS-RXN	EC-2.5.1.17
RXNAB3-3192	EC-2.7.1.92
RXN-11346	EC-2.4.1.227
PYRROLINECARBREDUCT-RXN	EC-1.5.1.2
3-ISOPROPYLMALISOM-RXN	
3.4.13.21-RXN	EC-3.4.13.21
CDPDIGLYSYN-RXN	EC-2.7.7.41
THRESYN-RXN	EC-4.2.3.1
PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
RXN0-5289	EC-1.1.1
UROGENIIISYN-RXN	EC-4.2.1.75
RXN-5721	
1.11.1.15-RXN	EC-1.11.1.15
CDPKIN-RXN	EC-2.7.4.6
RXN-10857	EC-4.1.2.25
3.4.17.14-RXN	EC-3.4.17.14
PHOSGLYPHOS-RXN	EC-2.7.2.3
2.1.1.133-RXN	EC-2.1.1.133
PSEUDOURIDYLATE-SYNTHASE-RXN	EC-4.2.1.70
RXN0-5260	EC-1.1.5.3
3.6.3.32-RXN	EC-3.6.3.32
CATAL-RXN	EC-1.11.1.6
PANTOATE-BETA-ALANINE-LIG-RXN	EC-6.3.2.1
DIHYDLIPOXN-RXN	EC-1.8.1.4
RXN-5076	
RXN-8993	EC-2.5.1.31
RXN-8762	EC-2.1.1.133
MALIC-NADP-RXN	EC-1.1.1.40
SULFOCYS-RXN	EC-2.5.1.47
R63-RXN	EC-3.5.2
GLUCOSE-1-PHOSPHAT-RXN	EC-3.1.3.10
VALINE-PYRUVATE-AMINOTRANSFER-RXN	EC-2.6.1.66
1.1.1.34-RXN	EC-1.1.1.34
ACONITATEHYDR-RXN	EC-4.2.1.3
3.5.99.5-RXN	EC-3.5.99.5
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
GAPOXNPHOSPHN-RXN	EC-1.2.1.12
GLYC3PDEHYDROG-RXN	EC-1.1.5.3
RXN0-6478	EC-3.1.26.12
RXN-6261	EC-6.3.1.10
RXN-2902	EC-1.2.1
RIBULP3EPIM-RXN	EC-5.1.3.1
PHOSPHOKETOLASE-RXN	EC-4.1.2.9
NMNNUCLEOSID-RXN	EC-3.2.2.14
DUDPKIN-RXN	EC-2.7.4.6
OROPRIBTRANS-RXN	EC-2.4.2.10
RXN-8976	EC-2.4.1.227
RXN-8759	EC-4.99.1.3
3.4.21.88-RXN	EC-3.4.21.88
GLUTAMINESYN-RXN	EC-6.3.1.2
ACSERLY-RXN	EC-2.5.1.47
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	EC-2.3.3.10
PPGPPSYN-RXN	EC-3.1.7.2
HISTCYCLOHYD-RXN	EC-3.5.4.19
12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN	EC-1.1.1.238
RXN-8767	EC-2.1.1.196
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN0-308	EC-2.8.1.7
3.6.1.19-RXN	EC-3.6.1.19
RXN66-1	EC-1.11.1.6
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	EC-3.5.1.53
PROPANEDIOL-DEHYDRATASE-RXN	EC-4.2.1.28
3.2.2.21-RXN	EC-3.2.2.21
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
RXN-7694	EC-1.1.1.1
TEICHOICSYN5-RXN	EC-2.4.1.52
PGPPHOSPHA-RXN	EC-3.1.3.27
BETA-GLUCOSIDE-KINASE-RXN	EC-2.7.1.85
MYO-INOSOSE-2-DEHYDRATASE-RXN	EC-4.2.1.44
PHOSCHOL-RXN	EC-3.1.4.4
SUPEROX-DISMUT-RXN	EC-1.15.1.1
3.6.1.17-RXN	EC-3.6.1.17
RXN-12065	
RXN0-6427	EC-3.1.7.2
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	EC-2.6.1.16
ALLOSE-KINASE-RXN	EC-2.7.1.55
RXN-13537	
SPERMACTRAN-RXN	EC-2.3.1.57
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	EC-5.1.3.15
KETOACYLCOATHIOL-RXN	EC-2.3.1.16
RXN-12068	
RXN-12067	
RXN-12066	
SUCCSEMIALDDEHYDROG-RXN	EC-1.2.1.79
RXN-4602	EC-1.14.13.124
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
RXN-13536	EC-1.1.1
GLCNACPTRANS-RXN	EC-2.7.8.33
RXN-11348	EC-2.4.1.129
3.6.3.4-RXN	EC-3.6.3.4
R343-RXN	EC-1.16.8.1
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.16
3.4.11.7-RXN	EC-3.4.11.7
RXN-8036	EC-3.2.1.21
PHOSPHOMEVALONATE-KINASE-RXN	EC-2.7.4.2
3.1.4.11-RXN	EC-3.1.4.11
ENZRXN-161-RXN	EC-1.1.1
R11-RXN	EC-2.8.3.8
4.99.1.3-RXN	EC-4.99.1.3
UDPGLCNACEPIM-RXN	EC-5.1.3.14
ARGSUCCINLYA-RXN	EC-4.3.2.1
3.4.11.4-RXN	EC-3.4.11.4
THREDEHYD-RXN	EC-4.3.1.19
3.5.1.88-RXN	EC-3.5.1.88
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
RXN-6021	EC-1.1.1
DEOXYGUANPHOSPHOR-RXN	EC-2.4.2.1
RXN-11301	EC-2.4.1
GLUTSEMIALDEHYDROG-RXN	EC-1.2.1.41
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
NAPHTHOATE-SYN-RXN	EC-4.1.3.36
FORMATETHFLIG-RXN	EC-6.3.4.3
RXN-7082	EC-3.2.1
DTDPKIN-RXN	EC-2.7.4.6
3.1.21.3-RXN	EC-3.1.21.3
RXN-11345	
RXN-10814	EC-2.6.1.1
ALARACECAT-RXN	EC-5.1.1.1
ASPAMINOTRANS-RXN	EC-2.6.1.1
6.3.2.10-RXN	EC-6.3.2.10
PABASYN-RXN	EC-2.6.1.85
RXN-11667	EC-4.2.1
RXN0-302	EC-4.6.1.12
3.2.1.24-RXN	EC-3.2.1.24
HISTAMINOTRANS-RXN	EC-2.6.1.9
3.1.26.8-RXN	EC-3.1.26.8
DEOXYGUANOSINE-KINASE-RXN	EC-2.7.1.113
LYSOPHOSPHOLIPASE-RXN	EC-3.1.1.5
RXN-9615	
3.4.11.18-RXN	EC-3.4.11.18
LACTOSE6P-HYDROXY-RXN	EC-3.2.1.85
1.2.1.32-RXN	EC-1.2.1.32
ABC-12-RXN	EC-3.6.3.21
RXN0-300	EC-1.1.1.81
ACETOACETYL-COA-TRANSFER-RXN	EC-2.8.3
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
RXN0-2382	EC-4.2.1.122
METBALT-RXN	EC-2.5.1.48
RXN-7693	EC-1.1.1.1
FORMYLTHFDEFORMYL-RXN	EC-3.5.1.10
1.1.1.262-RXN	
RXN-12199	EC-3.6.1.5
R128-RXN	
PYRUVATE-CARBOXYLASE-RXN	EC-6.4.1.1
RXN-8761	EC-2.1.1.131
ARGININE-DEIMINASE-RXN	EC-3.5.3.6
3.4.24.57-RXN	EC-3.4.24.57
RXN0-5306	EC-5.1.3
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9
ALDEHYDE-REDUCTASE-RXN	EC-1.1.1.21
RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26
6PGLUCONDEHYDROG-RXN	EC-1.1.1
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
GLUTDECARBOX-RXN	EC-4.1.1.15
3-ISOPROPYLMALDEHYDROG-RXN	
INOPHOSPHOR-RXN	EC-2.4.2.1
HOMOCYSMETB12-RXN	EC-2.1.1.13
N-ACYLMANNOSAMINE-KINASE-RXN	EC-2.7.1.60
GART-RXN	EC-2.1.2.2
5-FORMYL-THF-CYCLO-LIGASE-RXN	EC-6.3.3.2
RXN0-5225	EC-3.5.1.28
ABC-5-RXN	EC-3.6.3.33
3.5.1.80-RXN	EC-3.5.1.25
RXN-8768	
RXN-8751	
RXN0-6479	EC-3.1.13.1
RXN-9672	EC-2.4.1.227
5.99.1.2-RXN	EC-5.99.1.2
RXN-10915	EC-1.1.1.1
3.1.26.4-RXN	EC-3.1.26.4
3.1.22.4-RXN	EC-3.1.22.4
RXN-2043	EC-3.2.1.4
DNA-DIRECTED-DNA-POLYMERASE-RXN	EC-2.7.7.7
3.1.11.2-RXN	EC-3.1.11.2
4.2.99.18-RXN	EC-4.2.99.18
RXN0-5189	EC-3.2.2.20
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	EC-4.1.99.3
2.1.1.72-RXN	EC-2.1.1.72
2.1.1.63-RXN	EC-2.1.1.63
RXN0-2602	EC-3.2.2.23
RXN0-2584	EC-3.2.2.27
RXN0-2601	EC-4.2.99.18
RXN0-2582	EC-3.1.21.2
RXN-11637	EC-2.1.1.198
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	EC-2.4.2.30
RRNA-GUANINE-N2--METHYLTRANSFERASE-RXN	EC-2.1.1.52
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
2.7.7.8-RXN	EC-2.7.7.8
TRNA-GUANINE-N1--METHYLTRANSFERASE-RXN	EC-2.1.1.31
6.3.5.7-RXN	EC-6.3.5.7
GLUTRNAREDUCT-RXN	EC-1.2.1.70
LYSYLTRANSFERASE-RXN	EC-2.3.2.3
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
RXN0-6482	EC-2.7.7.56
2.1.1.61-RXN	EC-2.1.1.61
RXN0-6484	EC-3.1.13.5
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12
RXN0-6274	EC-2.5.1.75
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EC-2.1.2.9
RXN0-1342	EC-2.4.99.17
TRNA-ADENYLYLTRANSFERASE-RXN	EC-2.7.7.25
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	EC-2.7.7.56
6.3.5.6-RXN	EC-6.3.5.6
TRNA-CYTIDYLYLTRANSFERASE-RXN	EC-2.7.7.72
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	EC-2.4.2.29
RXN0-6480	EC-3.1.26.5
RXN-12460	EC-3.1.1.29
RXN0-1321	EC-2.4.2.29
RXN-12104	
AMINOCYL-TRNA-HYDROLASE-RXN	EC-3.1.1.29
VALINE--TRNA-LIGASE-RXN	EC-6.1.1.9
GLUTAMINE--TRNA-LIGASE-RXN	EC-6.1.1.18
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
TYROSINE--TRNA-LIGASE-RXN	EC-6.1.1.1
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
RXN-9386	
CYSTEINE--TRNA-LIGASE-RXN	EC-6.1.1.16
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
RXN0-2161	EC-6.1.1.11
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
GLURS-RXN	EC-6.1.1.17
ASPARTATE--TRNA-LIGASE-RXN	EC-6.1.1.12
PROLINE--TRNA-LIGASE-RXN	EC-6.1.1.15
LEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.4
LYSINE--TRNA-LIGASE-RXN	EC-6.1.1.6
RXN490-3616	EC-6.1.1
THREONINE--TRNA-LIGASE-RXN	EC-6.1.1.3
6.1.1.24-RXN	EC-6.1.1.24
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
ARGININE--TRNA-LIGASE-RXN	EC-6.1.1.19
PHENYLALANINE--TRNA-LIGASE-RXN	EC-6.1.1.20
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
3.4.21.107-RXN	EC-3.4.21.107
RXN1G-962	EC-1.3.1
RXN-9555	EC-3.1.2.14
RXN1G-306	EC-2.3.1.41
RXN-9539	EC-2.3.1.41
RXN-11479	EC-2.3.1.41
RXN-9530	EC-1.3.1.39
RXN1G-196	EC-1.3.1
RXN1G-299	EC-1.3.1
RXN-9635	EC-1.3.1.9
THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9
RXN1G-72	EC-1.1.1.100
RXN1G-396	EC-1.3.1
RXN1G-881	EC-1.1.1.100
CDPREDUCT-RXN	EC-1.17.4.1
PYRUFLAVREDUCT-RXN	EC-1.2.7.1
RXN-10658	EC-2.3.1.41
RXN1G-469	EC-1.1.1.100
RXN1G-607	EC-1.3.1
RXN-9556	EC-1.1.1.100
RXN1G-285	EC-1.3.1
RXN-12621	
RXN-9521	EC-1.3.1.39
RXN1G-276	EC-1.3.1
CYTOCHROME-C-OXIDASE-RXN	EC-1.9.3.1
RXN1G-163	EC-1.1.1.100
RXN-9662	EC-1.3.1.9
THIOREDOXIN-RXN	
RXN1G-240	EC-1.1.1.100
RXN1G-1325	EC-1.3.1
RXN-9633	EC-1.1.1.100
RXN-9663	EC-1.3.1.9
RXN-9524	EC-1.1.1.100
GDPREDUCT-RXN	EC-1.17.4.1
RXN1G-471	EC-1.3.1
2.3.1.179-RXN	EC-2.3.1.179
RXN1G-218	EC-2.3.1.41
RXN1G-1130	EC-1.3.1
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	EC-2.3.1.51
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC-1.17.4.1
RXN-7716	EC-1.8.1.4
3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.41
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
RXN-9516	EC-2.3.1.41
3.4.11.24-RXN	EC-3.4.11.24
RXN1G-324	EC-2.3.1.41
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.41
RXN-9540	EC-1.1.1.100
RXN-13031	EC-3.5.1
RXN-13032	EC-2.3.1.200
RXN1G-184	EC-1.1.1.100
KETOISOCAPROATE-RXN	EC-1.2.4.4
RXN1G-236	EC-2.3.1.41
RXN0-746	
RXN-9661	EC-1.3.1.9
3.1.4.14-RXN	EC-3.1.4.14
GCVP-RXN	EC-1.4.4.2
RXN1G-509	EC-1.3.1
RXN0-724	
RXN-9520	EC-4.2.1.59
RXN1G-1057	EC-1.3.1
RXN1G-617	EC-1.1.1.100
RXN-9523	EC-2.3.1.41
1.2.7.4-RXN	EC-1.2.7.4
RXN1G-1053	EC-1.1.1.100
ACETYLSYNCLTH-RXN	EC-2.3.1.169
METHCOCLTH-RXN	EC-2.1.1.258
FORMATE-DEHYDROGENASE-CYTOCHROME-RXN	EC-1.2.2.1
PROTEIN-KINASE-RXN	EC-2.7.11.1
RXN-12274	
RXN1G-252	EC-1.1.1.100
RXN-9660	EC-1.3.1.9
RXN0-20	
RXN1G-408	EC-1.1.1.100
RXN1G-132	EC-2.3.1.41
RXN1G-287	EC-1.1.1.100
RXN-8668	EC-1.8.4.11
RXN1G-679	EC-1.3.1
UDPREDUCT-RXN	EC-1.17.4.1
RXN1G-915	EC-1.3.1
RXN-13039	EC-2.7.7.63
RXN0-1141	EC-2.7.7.63
RXN-9650	EC-2.3.1.41
RXN-8655	EC-2.7.7.63
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10
RXN1G-138	EC-2.3.1.41
SUCROSEPHOSPHO-RXN	EC-2.7.1.69
RXN1G-637	EC-1.1.1.100
RXN-7719	EC-1.8.1.4
RXN1G-182	EC-1.1.1.100
1.8.4.12-RXN	EC-1.8.4.12
RXN-9552	EC-1.1.1.100
RXN0-722	EC-1.17.4
3.1.3.16-RXN	EC-3.1.3.16
RXN1G-358	EC-1.1.1.100
RXN1G-337	EC-1.3.1
RXN-9538	EC-1.3.1.39
RXN0-1132	EC-1.8.1.4
RXN-9536	EC-1.1.1.100
RXN-9558	
RXN1G-193	EC-1.3.1
RXN0-748	EC-1.17.4
ISOVALERYLCOA-DHLIPOAMIDE-RXN	EC-2.3.1.168
RXN1G-171	EC-1.3.1
RXN-9657	EC-1.3.1.9
RXN-9528	EC-1.1.1.100
RXN-9537	EC-4.2.1.59
RXN-8391	
CHER-RXN	EC-2.1.1.80
RXN-9634	EC-4.2.1.59
RXN1G-262	EC-1.1.1.100
3-OXOACYL-ACP-REDUCT-RXN	EC-1.1.1.100
RXN-9653	EC-2.3.1.41
RXN1G-1117	EC-1.3.1
FRUCTOSEPHOSPHO-RXN	EC-2.7.1.69
RXN0-5055	EC-6.4.1.2
RXN-9557	EC-4.2.1.59
RXN-9654	EC-2.3.1.41
RXN-12876	
RXN1G-37	EC-1.3.1
RXN1G-840	EC-2.3.1.41
RXN1G-384	EC-1.1.1.100
RXN0-1133	EC-2.3.1.12
RXN-9533	EC-4.2.1.59
4.2.1.58-RXN	EC-4.2.1.59
RXN1G-853	EC-1.1.1.100
MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.39
1.17.4.2-RXN	EC-1.17.4.2
RXN-9531	EC-2.3.1.41
2.3.1.41-RXN	EC-2.3.1.41
RXN0-745	
RXN0-747	EC-1.17.4
